user_id,amount,hour_of_day,pin_attempts,is_new_location,txn_frequency_10min,amount_vs_avg,label
68,20480,12,1,0,10,0.365,0
195,6048,9,1,0,10,0.21,0
5,6519,12,1,0,10,0.565,0
187,19389,12,1,0,10,0.293,0
197,6692,13,1,0,10,0.338,0
102,1847,10,1,0,10,0.231,0
40,5466,6,1,0,10,0.093,0
137,744,1,1,0,10,0.504,1
62,5276,11,1,0,6,0.055,0
198,17449,12,1,0,10,0.163,0
139,4959,12,1,0,10,0.008,0
143,17506,16,1,0,10,0.167,0
45,1158,16,1,0,10,0.228,0
19,5050,14,1,0,10,0.01,0
178,1831,8,1,0,10,0.221,0
169,6042,18,2,0,10,0.208,0
183,1504,7,1,0,10,0.003,0
10,1348,16,1,0,3,0.101,0
8,1940,14,1,0,10,0.293,0
108,16851,16,1,0,10,0.123,0
60,13324,14,1,0,10,0.112,0
40,5139,13,1,0,10,0.028,0
15,5773,22,1,0,10,0.155,0
46,20846,14,1,0,10,0.39,0
177,3008,12,5,0,10,1.005,1
37,100,13,1,0,10,0.933,0
3,1320,15,1,1,10,0.12,0
35,19449,13,1,0,10,0.297,0
97,12483,20,1,0,10,0.168,0
162,1476,19,1,0,10,0.016,0
85,2253,17,1,0,10,0.502,0
55,1548,10,1,1,8,0.032,0
81,17571,9,2,0,10,0.171,0
62,6181,11,1,0,10,0.236,0
168,2089,10,1,1,10,0.393,0
30,10856,14,1,0,10,0.276,0
104,829,12,1,0,10,0.447,0
105,5513,12,1,0,5,0.103,0
125,1308,14,1,0,10,0.128,0
156,5507,16,1,1,10,2.671,1
77,2651,18,1,0,10,0.47,0
164,4607,9,1,0,10,0.079,0
165,18422,11,1,0,10,0.228,0
15,5925,18,1,1,3,0.185,0
190,21988,6,1,0,10,0.466,0
9,2292,16,1,1,10,0.528,0
92,4827,13,1,1,10,0.035,0
39,4214,8,1,0,10,0.157,0
95,5053,16,1,0,10,0.011,0
6,5237,14,1,0,10,0.651,0
154,2139,11,1,0,10,0.426,0
78,3913,15,1,0,10,0.217,0
118,13475,17,1,0,10,0.102,0
37,1078,13,1,0,10,0.281,0
102,2142,14,1,0,10,0.428,0
164,5293,12,1,0,10,0.059,0
152,1494,20,1,0,7,0.004,1
49,3654,14,1,0,10,0.269,0
165,15137,11,1,0,10,0.009,0
112,1376,12,1,0,10,0.083,0
0,7296,13,1,0,10,0.514,0
48,1154,10,1,0,10,0.231,0
110,7352,12,1,1,10,0.47,0
127,5888,2,3,1,10,2.925,1
176,15998,10,1,0,10,0.067,0
102,997,15,1,0,6,0.335,0
141,19184,2,3,1,10,2.837,1
37,1590,10,1,0,10,0.06,0
179,831,14,1,0,7,0.446,0
57,2090,15,1,0,10,0.393,0
32,7853,20,1,0,10,0.571,0
33,736,16,1,0,10,0.509,0
27,31620,15,5,0,10,1.108,1
31,18459,11,1,0,9,0.231,0
42,1316,13,1,0,10,0.123,0
23,1336,11,1,0,10,0.109,0
21,1271,20,1,0,3,0.153,0
35,20361,15,1,0,8,0.357,0
60,18749,13,1,0,9,0.25,0
84,19115,14,1,0,10,0.274,0
5,26323,10,5,0,7,0.755,1
25,3220,17,1,0,10,0.356,0
197,3761,15,1,0,10,0.248,0
136,4347,9,1,0,10,0.131,0
131,14026,13,1,0,10,0.065,0
179,659,9,1,1,10,0.561,0
82,22535,15,1,0,10,0.502,0
75,5758,16,1,0,10,0.152,0
185,17673,16,1,0,8,0.178,0
7,27550,6,1,0,5,0.837,0
162,1334,6,1,0,9,0.111,0
175,5069,13,1,1,10,0.014,0
182,1718,16,1,0,10,0.145,0
61,5257,17,1,1,10,0.051,0
98,14205,11,1,0,10,0.053,0
35,8910,15,1,0,10,0.406,0
124,1069,13,1,0,10,0.287,0
114,2334,14,1,0,10,0.556,0
17,5362,14,1,0,10,0.072,0
63,4244,12,1,0,10,0.151,0
34,1912,8,1,0,10,0.275,0
168,1561,11,1,1,5,0.041,0
174,462,15,1,0,10,0.692,0
115,5836,19,1,0,4,0.167,0
57,2166,9,1,0,10,0.444,0
160,6717,4,1,0,10,0.343,1
196,1754,11,1,0,10,0.169,0
98,16553,14,1,0,10,0.104,0
138,1800,17,1,1,10,0.2,0
108,14296,22,1,0,3,0.047,0
156,1940,9,1,0,10,0.293,0
2,6392,16,1,0,10,0.278,0
76,1908,6,1,0,10,0.272,0
177,688,16,1,0,10,0.541,0
1,1702,15,1,0,6,0.135,0
143,22409,11,1,0,0,0.494,0
63,3578,19,1,0,10,0.284,0
141,4695,6,1,0,10,0.061,0
116,7656,14,1,0,10,0.49,0
107,3444,20,3,0,7,1.296,1
62,6818,13,1,0,10,0.364,0
26,8902,14,1,0,1,0.78,0
99,5441,14,1,0,10,0.088,0
53,4159,13,1,0,7,0.168,0
42,1019,10,1,1,10,0.321,0
29,6738,12,1,0,5,0.348,0
73,1506,10,1,0,10,0.004,0
91,1571,12,1,0,4,0.047,0
52,1110,13,1,0,10,0.26,0
179,1260,19,1,0,10,0.16,0
66,5583,15,1,0,3,0.117,0
76,2424,14,2,0,10,0.616,0
37,1476,19,1,0,10,0.016,0
85,1201,6,1,0,10,0.199,0
146,6093,20,1,0,10,0.219,0
55,1947,11,1,0,2,0.298,0
5,60972,2,3,1,7,3.065,1
26,6423,17,2,0,6,0.285,0
9,4966,18,1,1,10,2.311,1
105,3708,8,1,0,10,0.258,0
190,10786,9,2,0,10,0.281,0
4,20224,12,1,0,10,0.348,0
138,1304,10,1,0,10,0.131,0
15,2597,14,1,1,2,0.481,0
171,54476,19,1,1,10,2.632,1
138,914,12,1,0,10,0.391,0
180,1471,10,1,1,10,0.019,0
48,2145,12,1,0,10,0.43,0
43,5247,10,1,0,10,0.049,0
116,53069,13,1,1,7,2.538,1
126,21171,22,1,0,10,0.411,0
136,5236,8,1,1,10,0.047,0
21,1735,13,1,0,7,0.157,1
34,642,17,1,0,10,0.572,0
98,12006,15,1,0,0,0.2,0
76,2060,10,2,0,10,0.373,0
86,7684,12,1,0,10,0.537,0
188,16345,14,1,0,10,0.09,0
42,1744,15,1,0,4,0.163,0
199,1345,12,1,0,1,0.103,0
73,1601,7,1,0,1,0.067,0
102,1363,20,1,0,7,0.091,0
130,1703,14,1,0,10,0.135,0
143,10089,18,1,0,3,0.327,0
152,5599,16,1,1,10,2.733,1
5,19609,11,1,0,10,0.307,0
68,16778,9,1,0,3,0.119,0
70,1321,13,1,0,6,0.119,0
67,18534,13,1,0,5,0.236,0
42,1349,17,1,1,10,0.101,0
115,4968,6,1,0,10,0.006,0
52,1175,17,1,0,6,0.217,0
72,2457,1,1,0,7,0.638,1
176,14755,15,1,0,10,0.016,0
97,18339,9,1,0,10,0.223,0
3,1897,14,1,0,10,0.265,0
19,5022,13,1,0,8,0.004,0
156,1840,13,1,0,2,0.227,0
23,902,6,1,0,10,0.399,0
47,17745,19,1,0,10,0.183,0
69,5103,9,1,0,10,0.021,0
102,1531,15,1,0,10,0.021,0
160,5046,12,1,0,10,0.009,0
184,15097,22,1,0,10,0.006,0
59,3458,14,1,0,4,0.308,0
11,14384,18,1,1,10,0.041,0
102,1947,10,1,1,10,0.298,0
58,13163,19,1,0,10,0.122,0
48,1343,13,1,1,10,0.105,0
58,21691,9,1,0,10,0.446,0
28,18275,13,1,0,10,0.218,0
18,2218,18,1,0,10,0.479,0
189,4289,19,1,0,10,0.142,0
9,740,13,1,0,10,0.507,0
78,4661,9,1,0,10,0.068,0
16,4803,12,1,0,10,0.039,0
27,53838,17,1,1,10,2.589,1
122,16097,17,1,0,10,0.073,0
166,19293,17,1,0,10,0.286,0
64,1477,14,2,0,8,0.015,0
133,2273,21,1,0,10,0.515,0
179,1214,13,1,0,10,0.191,0
4,55868,15,1,1,10,2.725,1
115,7507,18,1,0,10,0.501,0
182,1080,16,1,0,10,0.28,0
97,21850,9,1,0,10,0.457,0
182,2598,6,1,0,10,0.732,0
53,2165,15,1,0,10,0.567,0
197,4124,10,1,0,10,0.175,0
54,1419,19,1,1,10,0.054,0
47,16683,17,1,0,10,0.112,0
177,2334,20,1,0,10,0.556,0
178,5190,11,1,1,10,2.46,1
95,21320,2,2,1,10,3.264,1
172,1847,22,1,0,10,0.231,0
146,5906,8,1,0,6,0.181,0
21,2266,14,1,0,10,0.511,0
85,1895,18,1,1,10,0.263,0
29,5841,15,1,0,0,0.168,0
30,7827,8,1,0,8,0.478,0
23,2070,19,2,0,10,0.38,0
198,11311,9,1,0,10,0.246,0
77,7216,14,1,0,7,0.443,0
198,12076,6,2,1,10,0.195,0
94,1585,12,1,0,10,0.057,0
192,2645,22,1,0,10,0.471,0
21,768,10,2,0,10,0.488,0
34,1319,9,1,0,10,0.121,0
28,13718,6,1,1,9,0.085,0
170,1562,12,1,0,10,0.041,0
155,19125,9,1,0,10,0.275,0
102,1257,10,1,0,10,0.162,0
43,6409,21,1,0,10,0.282,0
125,2172,16,1,0,10,0.448,0
155,9137,14,1,0,10,0.391,0
133,1286,10,1,0,10,0.143,0
123,1781,8,1,1,1,0.187,0
104,3228,18,3,0,10,1.152,1
132,2068,16,1,1,10,0.379,0
128,1556,12,1,0,10,0.037,0
171,12505,15,1,0,10,0.166,0
133,1482,6,1,0,10,0.012,0
175,5976,10,1,0,6,0.195,0
193,1269,0,1,0,10,0.154,1
100,972,15,1,0,10,0.352,0
192,4245,10,1,0,10,0.151,0
42,1476,15,1,0,10,0.016,0
152,1030,10,1,0,10,0.313,0
144,1378,12,1,0,7,0.081,1
11,14914,21,1,1,10,0.006,0
191,3956,18,1,0,10,0.209,0
87,589,16,1,0,5,0.882,0
133,816,17,1,0,10,0.456,0
117,7348,12,1,0,10,0.47,0
24,1366,15,1,0,10,0.089,0
70,2350,9,1,0,10,0.567,0
36,5703,11,1,0,4,0.141,0
178,758,14,2,0,10,0.495,0
88,12865,10,1,0,10,0.142,0
52,1644,16,1,0,10,0.096,0
77,5944,17,1,0,2,0.189,0
104,1429,11,1,0,10,0.047,0
19,3062,9,1,0,10,0.388,0
36,4556,10,1,0,10,0.089,0
178,1153,12,1,0,1,0.231,0
79,4364,18,1,0,10,0.127,0
186,1095,12,1,1,10,0.781,0
42,847,12,1,0,10,0.435,0
81,17334,15,1,0,10,0.156,0
21,2406,11,1,0,0,0.604,0
122,18398,11,1,0,0,0.227,0
172,2789,13,1,0,3,0.859,0
111,14993,17,1,0,10,0.0,0
173,5223,11,1,0,10,0.045,0
133,1243,15,1,0,10,0.171,0
97,13880,12,1,0,9,0.075,0
107,1255,12,1,1,10,0.163,0
14,24719,3,1,0,10,0.648,1
0,9472,17,1,0,10,0.369,0
32,3961,12,1,1,10,0.208,0
20,4154,15,1,0,1,0.169,0
156,1483,19,1,0,10,0.011,0
113,14151,14,1,0,7,0.057,0
165,9490,19,1,0,10,0.367,0
22,5237,22,1,0,8,0.047,0
25,4215,20,1,0,4,0.157,0
110,4047,12,1,0,10,0.191,0
110,3349,15,1,1,10,0.33,0
170,1972,19,1,0,9,0.315,0
75,4005,15,1,0,10,0.199,0
88,21258,13,1,0,0,0.417,0
121,7165,19,1,0,10,0.433,0
137,1627,10,1,0,6,0.085,0
124,1444,15,1,1,10,0.037,0
151,7354,11,1,0,10,0.471,0
72,1843,14,1,0,10,0.229,0
53,4565,15,1,0,10,0.087,0
47,18286,22,1,0,10,0.219,0
121,3080,6,1,0,3,0.384,0
67,15723,13,1,0,10,0.048,0
75,1217,14,1,0,10,0.757,0
163,1873,16,1,0,10,0.625,0
43,19112,2,3,1,10,2.822,1
54,2076,10,1,1,10,0.384,0
55,1125,19,1,0,10,0.25,0
96,1314,12,1,0,10,0.124,0
104,1549,17,1,0,10,0.033,0
19,6499,11,1,0,10,0.3,0
159,6042,9,1,0,10,0.208,0
7,21377,22,1,0,7,0.425,0
198,7230,15,1,1,10,0.518,0
164,4419,9,1,0,2,0.116,0
189,3553,10,1,0,10,0.289,0
123,1690,7,1,1,10,0.127,0
2,3570,12,1,0,4,0.286,0
46,17173,15,2,0,10,0.145,0
33,1822,11,1,1,10,0.215,0
164,4324,10,1,0,10,0.135,0
53,5706,12,1,0,10,0.141,0
53,2249,14,1,1,10,0.55,0
121,5369,9,1,0,9,0.074,0
59,3763,14,1,0,10,0.247,0
104,2188,15,1,0,10,0.459,0
40,2773,12,1,0,10,0.445,0
116,12564,13,1,0,10,0.162,0
36,5120,11,2,0,10,0.024,0
86,6449,14,1,0,10,0.29,0
188,13946,14,1,0,8,0.07,0
66,6269,9,1,1,10,0.254,0
188,12362,20,1,0,10,0.176,0
63,5809,20,1,0,10,0.162,0
120,1878,13,1,0,10,0.252,0
163,6295,14,1,0,10,0.259,0
170,1492,15,1,0,10,0.005,0
180,457,9,1,0,10,0.695,0
182,1652,16,1,0,10,0.101,0
68,15414,20,1,1,10,0.028,0
37,1661,10,1,1,10,0.107,0
162,1488,19,1,0,4,0.008,0
140,6214,12,1,1,10,0.243,0
142,1406,16,1,0,10,0.063,0
31,9861,11,1,0,4,0.343,0
142,1224,19,1,0,10,0.184,0
185,21355,12,1,0,10,0.424,0
11,17449,17,1,0,8,0.163,0
193,1601,9,1,0,10,0.067,0
157,982,15,1,0,10,0.345,0
11,18352,13,1,1,10,0.223,0
112,1285,6,1,0,10,0.143,0
188,16694,10,1,0,5,0.113,0
16,4088,17,1,0,10,0.182,0
56,6093,15,1,0,10,0.219,0
189,4765,16,1,0,10,0.047,0
65,19848,16,1,0,10,0.323,0
25,4429,14,1,0,10,0.114,0
49,5065,15,1,1,10,0.013,0
23,1592,12,1,0,10,0.061,0
62,5874,11,1,0,10,0.175,0
72,1420,22,1,0,5,0.053,0
124,1100,12,1,0,10,0.267,0
55,2352,13,1,0,10,0.568,0
156,1344,6,1,0,10,0.104,0
46,19026,15,1,0,10,0.268,0
52,1477,8,1,0,10,0.015,0
0,32356,11,3,0,10,1.157,1
139,5440,11,1,1,10,0.088,0
184,14105,16,1,0,7,0.06,1
123,2556,6,1,0,10,0.704,0
23,1646,11,1,0,10,0.097,0
100,1709,20,1,0,1,0.139,0
5,16184,10,1,0,10,0.079,0
177,1038,13,1,0,10,0.308,0
64,5619,8,1,1,10,2.746,1
31,17396,15,1,1,10,0.16,0
16,4899,9,1,0,10,0.02,0
172,1150,16,1,1,10,0.233,0
84,17516,16,2,0,10,0.168,0
153,4046,13,1,0,3,0.191,0
175,20006,0,4,1,10,3.001,1
161,1674,9,1,0,9,0.116,0
139,4697,6,1,1,10,0.061,0
4,53060,9,1,1,10,2.537,1
59,4224,11,1,0,10,0.155,0
177,1515,10,1,0,9,0.01,0
110,4532,17,1,0,10,0.094,0
196,5127,15,1,1,10,2.418,1
38,6018,9,1,0,10,0.204,0
114,1238,6,1,0,10,0.175,0
12,19434,16,1,1,0,0.296,0
134,53066,19,1,1,7,2.538,1
62,5116,21,1,0,10,0.023,0
187,17969,21,1,0,10,0.198,0
168,1817,14,1,0,10,0.211,0
0,16830,14,1,0,10,0.122,0
149,1814,11,1,0,10,0.637,0
46,10820,14,1,0,10,0.279,0
79,3832,11,2,0,3,0.234,0
80,1543,10,1,0,6,0.029,0
46,11828,11,1,0,2,0.211,0
62,8153,23,1,0,7,0.631,1
20,6185,10,1,1,10,0.237,0
43,3794,15,1,0,10,0.241,0
108,13927,13,1,1,10,0.072,0
144,1118,7,1,0,10,0.255,0
111,16711,18,1,0,10,0.114,0
46,9316,8,1,0,10,0.379,0
130,1778,10,1,0,10,0.185,0
163,4906,6,1,0,10,0.019,0
74,1297,22,1,0,5,0.135,0
174,1316,9,1,0,10,0.123,0
96,1075,17,1,0,10,0.283,0
54,694,12,1,0,10,0.537,0
170,1348,10,1,0,10,0.101,0
155,15842,17,1,0,10,0.056,0
74,523,22,1,0,0,0.651,0
33,1289,17,1,0,8,0.141,0
23,1320,7,1,0,10,0.12,0
33,1471,6,2,0,10,0.019,0
177,1223,17,1,0,10,0.185,0
108,51450,14,1,1,10,2.43,1
82,12869,15,1,0,10,0.142,0
4,8109,12,1,1,10,0.459,0
13,18791,13,1,0,10,0.253,0
41,4502,9,1,0,10,0.1,0
152,1714,19,1,0,10,0.143,0
71,2566,16,1,1,10,0.487,0
70,1883,13,1,1,10,0.255,0
187,12576,20,1,0,10,0.162,0
140,3823,9,1,1,10,0.235,0
27,8014,14,1,1,10,0.466,0
46,13304,6,1,0,10,0.113,0
71,7616,10,1,0,10,0.523,0
103,15795,6,1,0,5,0.053,0
58,7420,12,1,0,10,0.505,0
104,1196,17,1,0,10,0.203,0
89,5554,17,1,0,10,0.111,0
127,1569,11,1,0,10,0.046,0
177,1514,6,1,0,10,0.009,0
114,1112,12,1,0,10,0.259,0
188,14747,19,1,0,10,0.017,0
197,5973,13,1,0,10,0.195,0
63,4783,16,1,0,10,0.043,0
0,53237,13,1,1,10,2.549,1
98,15825,9,1,0,10,0.055,0
40,5674,7,1,0,10,0.135,0
88,19287,15,1,1,10,0.286,0
105,22195,0,2,1,10,3.439,1
102,1415,22,1,0,10,0.057,0
173,3753,14,1,0,0,0.249,0
64,1599,16,1,1,3,0.066,0
31,25982,11,5,0,10,0.732,1
180,1664,20,1,1,10,0.109,0
25,3267,18,1,0,10,0.347,0
64,1848,19,1,0,2,0.232,0
55,1037,11,1,0,10,0.309,0
190,18282,15,1,0,10,0.219,0
85,1952,14,2,0,6,0.301,0
15,4913,16,1,0,7,0.017,0
87,7336,15,1,0,10,0.467,0
179,2846,14,1,1,6,0.897,0
107,1474,9,1,0,10,0.017,0
13,17897,22,1,0,10,0.193,0
23,1812,23,1,0,10,0.208,1
195,1804,14,1,1,7,0.639,0
62,1977,9,1,0,10,0.605,0
79,4211,6,1,0,2,0.158,0
136,18625,19,1,1,7,2.725,1
45,833,18,1,1,10,0.445,0
191,6396,12,1,1,10,0.279,0
115,6318,11,1,0,10,0.264,0
53,4437,6,1,0,6,0.113,0
77,7199,16,1,0,10,0.44,0
124,1587,15,1,0,10,0.058,0
195,16996,14,1,1,10,2.399,1
59,6081,17,1,0,8,0.216,0
107,234,9,2,0,9,0.844,0
186,5722,8,1,0,10,0.144,0
120,1938,6,1,0,10,0.292,0
176,21407,18,2,1,10,0.427,0
135,6019,20,1,1,10,0.204,0
75,3381,6,1,1,10,0.324,0
105,6233,9,1,0,10,0.247,0
137,766,8,1,0,10,0.489,0
92,5208,11,1,1,10,0.042,0
20,244,13,1,1,10,0.951,0
91,1492,12,2,0,1,0.005,0
168,1987,10,1,0,10,0.325,0
171,15005,17,1,0,8,0.0,0
60,11456,9,1,1,10,0.236,0
71,7041,15,1,0,10,0.408,0
192,4202,13,1,0,10,0.16,0
128,2337,12,1,0,10,0.558,0
40,4976,13,1,0,10,0.005,0
161,1031,21,1,0,10,0.313,0
66,5144,11,1,0,10,0.029,0
100,1771,12,1,0,10,0.181,0
157,1545,14,1,0,10,0.03,0
84,14858,16,1,0,10,0.009,0
168,2635,16,1,0,3,0.757,0
127,525,10,1,0,10,0.65,0
136,3993,17,1,0,10,0.201,0
84,18110,11,1,1,10,0.207,0
146,3998,10,1,0,8,0.2,0
11,15997,15,1,0,10,0.066,0
187,9407,17,1,0,10,0.373,0
156,1503,7,1,0,10,0.002,0
132,1225,13,1,0,6,0.183,0
166,20097,11,1,0,10,0.34,0
51,18856,13,1,0,1,0.257,0
149,5677,18,1,0,10,0.135,0
66,5039,11,1,0,7,0.008,1
49,2912,10,1,0,10,0.418,0
197,6665,18,1,0,10,0.333,0
121,5351,12,1,0,10,0.07,0
15,4231,19,1,0,6,0.154,0
59,6816,14,1,0,10,0.363,0
77,3744,17,1,0,10,0.251,0
76,1050,16,1,1,7,0.3,0
77,3620,7,1,0,10,0.276,0
90,1494,17,1,0,10,0.004,0
148,1829,6,1,0,10,0.219,0
184,17685,13,1,0,9,0.179,0
138,1328,16,2,0,10,0.115,0
76,1471,22,1,0,4,0.019,0
18,1406,11,1,0,3,0.063,0
125,2095,8,1,0,10,0.397,0
177,1374,12,1,1,1,0.084,0
163,7572,13,2,0,10,0.514,0
67,12947,16,1,0,9,0.137,0
5,16819,9,1,1,10,0.121,0
66,6299,3,1,0,10,0.26,1
47,16575,8,1,0,10,0.105,0
128,2069,11,1,0,10,0.379,0
85,1110,7,1,0,9,0.26,0
39,4794,11,1,0,10,0.041,0
83,6879,14,1,0,10,0.376,0
98,10284,16,1,0,10,0.314,0
114,5337,1,4,1,7,2.558,1
51,18491,17,1,0,10,0.233,0
119,1384,12,2,1,10,0.077,0
174,1228,6,1,0,5,0.181,0
179,1809,19,1,0,10,0.206,0
18,1041,15,1,1,10,0.306,0
75,3902,10,1,0,10,0.22,0
90,1547,18,1,0,10,0.031,0
117,5156,20,1,0,3,0.031,0
133,2147,8,2,0,10,0.431,0
109,61311,2,4,1,7,3.087,1
130,1984,14,1,1,10,0.323,0
112,1899,6,1,0,10,0.266,0
156,1630,12,1,0,5,0.087,0
187,14963,11,1,0,10,0.002,0
95,4604,6,1,1,10,0.079,0
82,15209,17,1,0,10,0.014,0
7,16901,15,1,0,6,0.127,0
131,50697,12,1,1,10,2.38,1
186,17336,11,1,1,7,2.467,1
51,12575,12,1,0,10,0.162,0
21,2245,7,1,0,10,0.497,0
138,1025,16,1,0,4,0.317,0
63,4422,15,1,0,0,0.116,0
193,1077,12,1,0,10,0.282,0
148,1599,10,1,0,8,0.066,0
52,2750,18,5,0,7,0.833,1
121,4316,17,1,0,10,0.137,0
29,6698,7,1,0,10,0.34,0
165,21172,21,1,0,4,0.411,0
97,58126,2,4,1,7,2.875,1
151,2046,11,1,0,8,0.591,0
129,1014,13,1,0,10,0.324,0
151,4482,8,1,0,10,0.104,0
121,2442,13,1,1,10,0.512,0
42,2116,12,1,0,10,0.411,0
54,1111,8,1,0,3,0.259,0
3,1074,21,1,0,10,0.284,0
116,18675,18,1,0,10,0.245,0
186,4769,20,1,0,10,0.046,0
131,17294,11,1,0,10,0.153,0
185,17674,13,1,0,7,0.178,0
39,6019,10,1,1,10,0.204,0
194,16442,20,1,0,9,0.096,0
136,6960,12,1,0,10,0.392,0
119,1449,11,1,0,10,0.034,0
36,3355,9,1,0,10,0.329,0
129,1792,14,1,0,10,0.195,0
39,8548,18,1,0,10,0.71,0
106,22634,2,1,0,10,0.509,1
38,4952,21,1,0,10,0.01,0
126,17580,16,1,0,1,0.172,0
127,1250,8,1,0,10,0.167,0
33,1517,21,1,0,10,0.011,0
0,14713,8,1,0,10,0.019,0
13,19840,17,1,0,10,0.323,0
180,1737,12,1,0,10,0.158,0
162,1546,10,1,1,10,0.031,0
135,6888,16,1,1,10,0.378,0
53,7577,12,1,0,10,0.515,0
92,6901,15,1,0,10,0.38,0
117,2132,20,1,0,10,0.574,0
76,2027,23,1,0,10,0.351,1
158,3529,11,1,0,10,0.294,0
35,21888,12,1,0,10,0.459,0
10,937,6,1,0,10,0.375,0
23,1449,15,1,0,10,0.034,0
70,1148,19,1,1,10,0.235,0
166,20687,20,1,0,10,0.379,0
166,8931,17,2,0,10,0.405,0
83,17783,9,1,1,10,2.557,1
88,14362,11,1,0,10,0.043,0
13,13359,16,1,0,10,0.109,0
43,2132,11,1,0,10,0.574,0
189,3263,13,1,0,10,0.347,0
50,4140,11,1,0,7,0.172,1
65,16031,7,1,1,7,0.069,0
172,1246,15,1,0,10,0.169,0
26,19889,4,2,1,10,2.978,1
27,6572,10,1,0,10,0.562,0
195,4713,21,1,0,5,0.057,0
33,2158,14,1,0,6,0.439,0
127,2442,8,1,0,10,0.628,0
186,4622,22,1,0,10,0.076,0
124,1095,22,1,0,1,0.27,0
178,958,14,2,1,10,0.361,0
52,1425,8,1,0,7,0.05,0
41,5055,14,2,0,10,0.011,0
8,1419,13,1,0,10,0.054,0
197,2856,11,1,0,10,0.429,0
44,15157,10,1,0,7,0.01,1
122,22789,12,1,0,10,0.519,0
137,5334,20,1,1,10,2.556,1
115,4004,12,1,0,10,0.199,0
100,1484,13,1,0,10,0.011,0
72,1359,0,1,0,7,0.094,1
164,3089,14,1,0,10,0.382,0
12,11306,14,1,0,10,0.246,0
62,17091,10,1,1,7,2.418,1
109,58406,4,4,1,7,2.894,1
56,5710,14,1,0,10,0.142,0
167,17892,16,1,0,10,0.193,0
47,12516,10,1,0,4,0.166,0
132,1451,11,2,0,10,0.033,0
18,1450,16,1,0,1,0.033,0
7,15487,20,1,0,10,0.032,0
198,15776,18,1,0,3,0.052,0
149,2421,10,1,0,10,0.516,0
186,1053,7,1,1,10,0.789,0
157,1664,11,1,0,10,0.109,0
101,2321,16,1,0,8,0.536,0
24,1326,16,1,0,10,0.116,0
57,1496,16,1,0,10,0.003,0
159,3303,15,1,0,10,0.339,0
92,20006,3,3,1,10,3.001,1
179,764,6,1,0,10,0.491,0
93,16288,15,1,0,10,0.086,0
95,17819,15,1,1,10,2.564,1
121,6153,14,1,0,10,0.231,0
155,22318,17,1,0,6,0.488,0
197,4308,10,1,0,10,0.138,0
196,2004,20,1,0,2,0.336,0
184,20760,13,1,0,3,0.384,0
192,4050,10,1,0,10,0.19,0
100,2586,3,1,0,10,0.724,1
54,2449,16,1,0,5,0.633,0
198,13148,18,1,0,10,0.123,0
137,1122,13,1,0,3,0.252,0
71,2829,14,1,0,10,0.434,0
195,3313,16,1,0,2,0.337,0
141,6410,22,1,0,10,0.282,0
44,10797,17,1,0,10,0.28,0
157,1183,14,1,0,10,0.211,0
109,20483,12,1,0,10,0.366,0
170,1382,16,1,0,10,0.079,0
10,2496,22,1,0,10,0.664,0
37,2263,14,1,0,10,0.509,0
147,1656,15,1,0,9,0.104,0
109,12152,17,1,0,10,0.19,0
114,2530,18,1,0,10,0.687,0
3,2013,13,1,1,10,0.342,0
145,5594,19,1,0,10,0.119,0
121,4550,17,1,1,10,0.09,0
191,6196,14,1,0,6,0.239,0
148,1910,9,1,1,10,0.273,0
54,772,12,1,0,10,0.485,0
116,17380,14,1,0,2,0.159,0
178,1063,13,1,0,10,0.291,0
137,1811,9,1,0,10,0.207,0
164,2682,22,1,0,10,0.464,0
82,23786,9,1,0,10,0.586,0
84,19379,17,1,0,10,0.292,0
165,18026,12,1,1,10,0.202,0
159,3843,10,1,0,10,0.231,0
116,11786,14,1,0,10,0.214,0
1,2423,8,1,0,10,0.615,0
123,883,13,1,1,10,0.411,0
122,31540,15,3,0,7,1.103,1
185,12033,13,1,0,10,0.198,0
107,2147,14,1,0,5,0.431,0
78,5010,22,1,0,3,0.002,0
69,10230,19,5,0,10,1.046,1
72,1797,10,1,0,10,0.198,0
168,2080,14,1,1,6,0.387,0
94,1819,8,1,0,10,0.213,0
33,1009,18,2,0,9,0.327,0
65,18271,13,1,0,1,0.218,0
107,2229,8,1,0,10,0.486,0
167,7965,18,1,1,1,0.469,0
185,16001,13,1,0,10,0.067,0
127,962,8,1,0,10,0.359,0
125,6800,3,3,1,7,3.533,1
151,3941,13,1,0,10,0.212,0
62,4234,11,2,0,10,0.153,0
159,3504,10,1,0,10,0.299,0
142,1024,6,1,0,10,0.317,0
100,1707,14,1,0,10,0.138,0
106,13427,7,1,0,10,0.105,0
82,8988,22,1,0,5,0.401,0
79,4857,19,1,0,10,0.029,0
95,4402,14,1,0,10,0.12,0
37,2328,11,1,0,10,0.552,0
81,9798,12,1,0,10,0.347,0
24,1750,14,1,0,6,0.167,0
149,4124,8,1,0,10,0.175,0
88,21513,16,1,0,1,0.434,0
177,1230,10,1,0,10,0.18,0
19,2788,19,1,1,10,0.442,0
112,2190,9,1,0,10,0.46,0
95,6365,11,1,0,10,0.273,0
155,11747,16,1,0,10,0.217,0
24,1551,6,1,0,10,0.034,0
135,5909,7,1,0,1,0.182,0
173,1240,7,1,1,10,0.752,0
42,965,14,1,0,10,0.357,0
65,14279,11,1,1,10,0.048,0
152,1329,6,1,0,10,0.114,0
39,938,17,1,0,10,0.812,0
90,1103,14,1,0,10,0.265,0
